 0  1.0 1.0
 1  1.0 2.0
 2  1.0 3.0
 3  1.0 4.0
 4  1.0 5.0
 5  1.0 6.0
 6  1.0 7.0
 7  1.0 8.0
 8  1.0 9.0
 9  1.0 10.0
 10  1.0 11.0
 11  1.0 12.0
 12  1.0 13.0
 13  1.0 14.0
 14  1.0 15.0
 15  2.0 1.0
 16  2.0 2.0
 17  2.0 3.0
 18  2.0 4.0
 19  2.0 5.0
 20  2.0 6.0
 21  2.0 7.0
 22  2.0 8.0
 23  2.0 9.0
 24  2.0 10.0
 25  2.0 11.0
 26  2.0 12.0
 27  2.0 13.0
 28  2.0 14.0
 29  2.0 15.0
 30  3.0 1.0
 31  3.0 2.0
 32  3.0 3.0
 33  3.0 4.0
 34  3.0 5.0
 35  3.0 6.0
 36  3.0 7.0
 37  3.0 8.0
 38  3.0 9.0
 39  3.0 10.0
 40  3.0 11.0
 41  3.0 12.0
 42  3.0 13.0
 43  3.0 14.0
 44  3.0 15.0
 45  4.0 1.0
 46  4.0 2.0
 47  4.0 3.0
 48  4.0 4.0
 49  4.0 5.0
 50  4.0 6.0
 51  4.0 7.0
 52  4.0 8.0
 53  4.0 9.0
 54  4.0 10.0
 55  4.0 11.0
 56  4.0 12.0
 57  4.0 13.0
 58  4.0 14.0
 59  4.0 15.0
 60  5.0 1.0
 61  5.0 2.0
 62  5.0 3.0
 63  5.0 4.0
 64  5.0 5.0
 65  5.0 6.0
 66  5.0 7.0
 67  5.0 8.0
 68  5.0 9.0
 69  5.0 10.0
 70  5.0 11.0
 71  5.0 12.0
 72  5.0 13.0
 73  5.0 14.0
 74  5.0 15.0
 75  6.0 1.0
 76  6.0 2.0
 77  6.0 3.0
 78  6.0 4.0
 79  6.0 5.0
 80  6.0 6.0
 81  6.0 7.0
 82  6.0 8.0
 83  6.0 9.0
 84  6.0 10.0
 85  6.0 11.0
 86  6.0 12.0
 87  6.0 13.0
 88  6.0 14.0
 89  6.0 15.0
 90  7.0 1.0
 91  7.0 2.0
 92  7.0 3.0
 93  7.0 4.0
 94  7.0 5.0
 95  7.0 6.0
 96  7.0 7.0
 97  7.0 8.0
 98  7.0 9.0
 99  7.0 10.0
 100  7.0 11.0
 101  7.0 12.0
 102  7.0 13.0
 103  7.0 14.0
 104  7.0 15.0
 105  8.0 1.0
 106  8.0 2.0
 107  8.0 3.0
 108  8.0 4.0
 109  8.0 5.0
 110  8.0 6.0
 111  8.0 7.0
 112  8.0 8.0
 113  8.0 9.0
 114  8.0 10.0
 115  8.0 11.0
 116  8.0 12.0
 117  8.0 13.0
 118  8.0 14.0
 119  8.0 15.0
 120  9.0 1.0
 121  9.0 2.0
 122  9.0 3.0
 123  9.0 4.0
 124  9.0 5.0
 125  9.0 6.0
 126  9.0 7.0
 127  9.0 8.0
 128  9.0 9.0
 129  9.0 10.0
 130  9.0 11.0
 131  9.0 12.0
 132  9.0 13.0
 133  9.0 14.0
 134  9.0 15.0
 135  10.0 1.0
 136  10.0 2.0
 137  10.0 3.0
 138  10.0 4.0
 139  10.0 5.0
 140  10.0 6.0
 141  10.0 7.0
 142  10.0 8.0
 143  10.0 9.0
 144  10.0 10.0
 145  10.0 11.0
 146  10.0 12.0
 147  10.0 13.0
 148  10.0 14.0
 149  10.0 15.0
 150  11.0 1.0
 151  11.0 2.0
 152  11.0 3.0
 153  11.0 4.0
 154  11.0 5.0
 155  11.0 6.0
 156  11.0 7.0
 157  11.0 8.0
 158  11.0 9.0
 159  11.0 10.0
 160  11.0 11.0
 161  11.0 12.0
 162  11.0 13.0
 163  11.0 14.0
 164  11.0 15.0
 165  12.0 1.0
 166  12.0 2.0
 167  12.0 3.0
 168  12.0 4.0
 169  12.0 5.0
 170  12.0 6.0
 171  12.0 7.0
 172  12.0 8.0
 173  12.0 9.0
 174  12.0 10.0
 175  12.0 11.0
 176  12.0 12.0
 177  12.0 13.0
 178  12.0 14.0
 179  12.0 15.0
 180  13.0 1.0
 181  13.0 2.0
 182  13.0 3.0
 183  13.0 4.0
 184  13.0 5.0
 185  13.0 6.0
 186  13.0 7.0
 187  13.0 8.0
 188  13.0 9.0
 189  13.0 10.0
 190  13.0 11.0
 191  13.0 12.0
 192  13.0 13.0
 193  13.0 14.0
 194  13.0 15.0
 195  14.0 1.0
 196  14.0 2.0
 197  14.0 3.0
 198  14.0 4.0
 199  14.0 5.0
 200  14.0 6.0
 201  14.0 7.0
 202  14.0 8.0
 203  14.0 9.0
 204  14.0 10.0
 205  14.0 11.0
 206  14.0 12.0
 207  14.0 13.0
 208  14.0 14.0
 209  14.0 15.0
 210  15.0 1.0
 211  15.0 2.0
 212  15.0 3.0
 213  15.0 4.0
 214  15.0 5.0
 215  15.0 6.0
 216  15.0 7.0
 217  15.0 8.0
 218  15.0 9.0
 219  15.0 10.0
 220  15.0 11.0
 221  15.0 12.0
 222  15.0 13.0
 223  15.0 14.0
 224  15.0 15.0
