 0  0.0 0.0
 1  0.0 1.0
 2  0.0 2.0
 3  0.0 3.0
 4  0.0 4.0
 5  0.0 5.0
 6  0.0 6.0
 7  0.0 7.0
 8  0.0 8.0
 9  0.0 9.0
 10  1.0 0.0
 11  1.0 1.0
 12  1.0 2.0
 13  1.0 3.0
 14  1.0 4.0
 15  1.0 5.0
 16  1.0 6.0
 17  1.0 7.0
 18  1.0 8.0
 19  1.0 9.0
 20  2.0 0.0
 21  2.0 1.0
 22  2.0 2.0
 23  2.0 3.0
 24  2.0 4.0
 25  2.0 5.0
 26  2.0 6.0
 27  2.0 7.0
 28  2.0 8.0
 29  2.0 9.0
 30  3.0 0.0
 31  3.0 1.0
 32  3.0 2.0
 33  3.0 3.0
 34  3.0 4.0
 35  3.0 8.0
 36  3.0 9.0
 37  4.0 0.0
 38  4.0 1.0
 39  4.0 2.0
 40  4.0 3.0
 41  4.0 4.0
 42  4.0 8.0
 43  4.0 9.0
 44  5.0 0.0
 45  5.0 1.0
 46  5.0 2.0
 47  5.0 3.0
 48  5.0 4.0
 49  5.0 8.0
 50  5.0 9.0
 51  6.0 0.0
 52  6.0 1.0
 53  6.0 2.0
 54  6.0 3.0
 55  6.0 4.0
 56  6.0 5.0
 57  6.0 6.0
 58  6.0 7.0
 59  6.0 8.0
 60  6.0 9.0
 61  7.0 0.0
 62  7.0 1.0
 63  7.0 2.0
 64  7.0 3.0
 65  7.0 4.0
 66  7.0 5.0
 67  7.0 6.0
 68  7.0 7.0
 69  7.0 8.0
 70  7.0 9.0
 71  8.0 0.0
 72  8.0 1.0
 73  8.0 4.0
 74  8.0 5.0
 75  8.0 6.0
 76  8.0 7.0
 77  8.0 8.0
 78  8.0 9.0
 79  9.0 0.0
 80  9.0 1.0
 81  9.0 4.0
 82  9.0 5.0
 83  9.0 6.0
 84  9.0 7.0
 85  9.0 8.0
 86  9.0 9.0
