 0  0.00 0.00 
 1  6.50 5.24
 2  1.89 5.85
 3  6.96 1.39
 4  8.53 5.71
 5  9.08 7.40
 6  2.20 4.14
 7  5.65 0.98
 8  7.84 7.24
 9  9.78 5.89
 10  9.05 3.88
 11  7.26 7.79
 12  1.56 1.15
 13  2.98 7.63
 14  6.91 5.58
 15  3.06 9.99
 16  1.83 9.56
 17  5.24 3.72
 18  5.40 2.20
 19  5.12 3.93
 20  7.91 4.19
 21  1.33 0.11
 22  8.33 6.98
 23  1.09 6.18
 24  4.21 0.87
 25  2.06 3.26
 26  4.75 9.32
 27  1.05 6.30
 28  0.47 4.03
 29  3.93 7.38
 30  9.61 6.99
 31  7.38 1.44
 32  6.55 2.61
 33  5.16 1.95
 34  4.81 0.28
 35  5.88 2.72
 36  4.47 7.21
 37  2.83 2.80
 38  4.19 3.92
 39  8.98 8.41
 40  4.79 1.04
 41  1.67 9.54
 42  0.36 2.72
 43  5.84 0.83
 44  6.75 9.78
 45  8.21 6.36
 46  6.76 5.59
 47  7.80 3.31
 48  8.20 2.96
 49  5.26 3.01
 50  3.24 1.14
 51  5.73 7.71
 52  8.36 8.56
 53  0.51 2.55
 54  2.48 9.49
 55  0.96 7.28
 56  0.53 2.63
 57  6.82 0.90
 58  5.35 2.66
 59  1.73 2.10
 60  2.43 9.94
 61  8.46 9.20
 62  5.53 6.26
 63  2.51 3.74
 64  9.22 7.77
 65  6.75 2.46
 66  8.92 2.48
 67  0.17 7.27
 68  1.04 0.69
 69  9.82 3.53
 70  0.18 0.78
 71  0.80 0.71
 72  3.41 7.62
 73  1.61 8.76
 74  0.28 3.33
 75  0.86 2.71
 76  3.28 9.32
 77  1.91 8.81
 78  5.58 4.42
 79  2.55 4.80
 80  2.19 9.30
 81  7.27 1.11
 82  1.79 7.44
 83  8.38 2.83
 84  8.13 8.21
 85  6.36 8.30
 86  8.99 7.16
 87  9.01 2.39
 88  4.78 0.62
 89  1.15 5.06
 90  3.95 2.01
 91  7.77 7.23
 92  1.33 9.68
 93  6.04 6.91
 94  4.10 8.59
 95  1.71 6.29
 96  7.89 8.98
 97  7.40 9.68
 98  6.42 5.78
 99  2.51 4.55
 100  3.99 8.87
 101  2.85 2.97
 102  6.04 1.86
 103  5.37 0.82
 104  2.48 6.52
 105  5.88 6.43
 106  8.52 3.65
 107  3.66 9.85
 108  3.33 9.70
 109  6.75 7.43
 110  8.29 8.47
 111  3.72 6.19
 112  7.45 1.12
 113  5.87 3.87
 114  6.90 8.38
 115  8.41 0.89
 116  7.25 1.26
 117  3.86 3.29
 118  3.12 9.23
 119  4.11 5.60
 120  5.75 9.99
 121  2.03 4.27
 122  3.64 5.69
 123  4.12 6.97
 124  5.39 0.87
 125  4.40 3.68
 126  9.34 8.12
 127  9.87 6.78
 128  9.24 5.74
 129  0.65 6.15
 130  4.12 9.06
 131  7.04 1.37
 132  0.32 0.90
 133  4.66 3.44
 134  0.13 8.77
 135  9.04 5.88
 136  8.76 1.06
 137  0.14 2.40
 138  6.75 4.26
 139  9.36 2.14
 140  5.13 3.76
 141  5.82 4.47
 142  1.88 5.69
 143  1.25 1.12
 144  1.43 1.90
 145  7.27 5.55
 146  0.96 4.30
 147  6.92 1.28
 148  5.20 1.58
 149  4.72 5.33
 150  0.36 3.76
 151  1.21 9.12
 152  4.83 1.35
 153  1.52 1.58
 154  5.61 0.88
 155  3.72 0.74
 156  4.64 9.54
 157  5.21 6.52
 158  5.22 6.46
 159  7.64 6.65
 160  8.36 4.91
 161  2.19 9.32
 162  9.22 9.11
 163  0.60 4.42
 164  0.70 5.32
 165  9.76 1.06
 166  9.09 0.97
 167  0.17 3.91
 168  2.32 1.69
 169  5.49 7.93
 170  2.57 9.20
 171  8.68 7.21
 172  8.74 3.89
 173  3.73 3.96
 174  0.34 1.38
 175  0.61 8.70
 176  6.29 2.80
 177  8.02 5.51
 178  1.92 8.62
 179  9.93 2.62
 180  3.95 9.68
 181  3.67 3.03
 182  0.65 3.85
 183  6.94 2.97
 184  5.54 2.43
 185  0.90 8.11
 186  1.63 9.58
 187  5.32 0.37
 188  3.47 9.06
 189  4.33 3.81
 190  0.44 4.94
 191  2.51 6.73
 192  7.74 0.53
 193  2.23 9.66
 194  9.15 2.16
 195  2.28 3.09
 196  1.84 5.95
 197  6.13 2.49
 198  9.80 3.07
 199  5.46 5.34
 200  5.50 6.36
 201  3.45 7.13
 202  5.94 8.77
 203  7.50 9.41
 204  7.83 1.83
 205  3.21 8.26
 206  6.77 5.72
 207  4.99 4.51
 208  6.25 7.22
 209  4.17 5.40
 210  9.38 6.46
 211  8.50 1.22
 212  2.41 4.62
 213  3.71 2.21
 214  7.69 9.16
 215  7.55 3.19
 216  5.52 1.00
 217  0.31 1.46
 218  9.77 7.81
 219  0.87 7.60
 220  9.64 4.08
 221  5.86 6.40
 222  9.81 0.85
 223  0.91 6.06
 224  8.07 5.09
 225  1.46 7.44
 226  1.54 9.96
 227  8.66 3.95
 228  4.58 2.37
 229  6.17 2.27
 230  1.53 3.72
 231  5.45 7.06
 232  4.72 5.77
 233  8.52 4.48
 234  3.58 9.39
 235  2.08 3.21
 236  3.48 7.94
 237  9.62 3.28
 238  8.79 0.53
 239  9.34 6.85
 240  5.62 0.80
 241  4.30 7.17
 242  0.76 2.96
 243  1.12 5.34
 244  5.33 7.29
 245  7.60 6.86
 246  1.00 3.06
 247  3.91 5.72
 248  8.82 2.43
 249  0.20 2.40
 250  1.82 2.28
 251  5.61 5.30
 252  0.22 5.23
 253  8.58 9.01
 254  5.76 7.92
 255  5.87 1.38
 256  8.73 0.16
 257  8.55 9.49
 258  3.12 9.67
 259  4.83 8.45
 260  6.95 2.43
 261  5.31 7.96
 262  5.49 9.22
 263  3.67 4.31
 264  1.65 3.88
 265  6.71 3.47
 266  6.16 2.33
 267  8.77 6.38
 268  7.56 7.35
 269  5.39 3.32
 270  5.28 1.26
 271  4.71 4.01
 272  1.42 3.26
 273  3.49 4.55
 274  2.92 8.32
 275  3.00 9.88
 276  0.75 8.30
 277  7.84 6.24
 278  7.52 1.51
 279  0.55 9.17
 280  5.38 7.27
 281  2.65 1.54
 282  9.59 1.42
 283  7.93 7.15
 284  8.77 3.32
 285  0.48 4.05
 286  4.58 5.18
 287  8.06 6.01
 288  8.44 1.55
 289  0.55 1.36
 290  9.87 3.55
 291  1.24 0.62
 292  1.85 9.08
 293  6.86 9.38
 294  0.59 7.42
 295  8.55 5.97
 296  4.68 1.20
 297  7.51 4.28
 298  2.62 5.44
 299  1.43 1.39
 300  8.76 1.90
 301  5.44 3.34
 302  7.09 3.50
 303  9.35 5.52
 304  5.05 9.90
 305  6.88 4.92
 306  3.45 8.12
 307  5.55 5.30
 308  7.20 2.41
 309  4.68 7.79
 310  9.83 3.23
 311  3.76 4.51
 312  4.42 1.27
 313  8.78 7.04
 314  6.71 0.21
 315  8.44 5.47
 316  2.12 3.88
 317  8.82 9.20
 318  7.38 8.16
 319  4.72 2.44
 320  8.06 1.61
 321  7.36 1.51
 322  9.73 2.91
 323  6.81 6.93
 324  5.32 1.49
 325  4.72 5.14
 326  4.72 8.48
 327  9.65 9.14
 328  9.75 8.44
 329  6.19 6.46
 330  8.65 4.62
 331  1.93 0.76
 332  8.50 0.75
 333  9.96 5.89
 334  8.91 4.69
 335  8.32 6.97
 336  6.29 5.68
 337  8.49 6.03
 338  8.59 5.30
 339  2.96 3.91
 340  6.79 7.68
 341  9.06 1.51
 342  6.15 8.71
 343  0.65 5.90
 344  7.15 6.83
 345  2.36 5.80
 346  1.45 4.29
 347  6.56 9.96
 348  5.04 6.52
 349  5.85 3.95
 350  1.21 4.17
 351  0.93 7.50
 352  9.86 9.41
 353  3.53 8.45
 354  4.71 6.49
 355  2.36 1.50
 356  4.16 1.42
 357  3.01 0.32
 358  0.12 3.65
 359  6.22 7.27
 360  0.48 8.58
 361  3.07 1.94
 362  2.87 9.63
 363  1.90 7.91
 364  6.15 7.74
 365  1.86 7.36
 366  1.91 2.79
 367  4.86 1.77
 368  2.20 8.39
 369  0.22 6.91
 370  4.88 2.58
 371  8.41 9.04
 372  3.99 1.42
 373  9.36 4.12
 374  5.07 5.58
 375  1.39 5.55
 376  4.15 4.46
 377  7.49 7.02
 378  4.08 9.39
 379  4.93 0.23
 380  7.13 6.79
 381  7.59 9.04
 382  9.58 2.46
 383  0.81 1.77
 384  0.85 1.03
 385  8.68 5.73
 386  3.61 7.10
 387  4.78 7.60
 388  8.51 4.14
 389  1.71 3.58
 390  9.71 3.10
 391  9.13 3.86
 392  7.56 6.62
 393  0.88 1.64
 394  6.01 5.81
 395  1.87 3.14
 396  2.60 9.46
 397  2.18 2.18
 398  1.92 3.00
 399  3.95 2.77
 400  4.03 2.64
